company,model,year,kms_driven,fuel_type,Price
Maruti,Suzuki,2016.0,55000.0,Diesel,730000.0
Maruti,Suzuki,2017.0,36000.0,Diesel,725000.0
Hyundai,Verna,2016.0,56000.0,Diesel,195000.0
Maruti,Suzuki,2007.0,62000.0,Petrol,130000.0
Toyota,Fortuner,2015.0,120000.0,Diesel,1525000.0
Maruti,Suzuki,2014.0,6020.0,Petrol,190000.0
Honda,Amaze,2013.0,55700.0,Diesel,250000.0
Tata,Indica,2005.0,42000.0,Petrol,80000.0
Hyundai,Santro,2003.0,50000.0,Petrol,120000.0
Maruti,Suzuki,2010.0,35000.0,Petrol,149000.0
Maruti,Suzuki,2014.0,18500.0,Petrol,250000.0
Maruti,Suzuki,2007.0,7000.0,Petrol,120000.0
Honda,Brio,2017.0,11000.0,Petrol,450000.0
Maruti,Suzuki,2003.0,53000.0,Petrol,99999.0
Maruti,Suzuki,2008.0,23000.0,Petrol,135000.0
Maruti,Suzuki,2016.0,35500.0,Diesel,225000.0
Maruti,Suzuki,2010.0,22134.0,Petrol,99000.0
Renault,Kwid,2019.0,1000.0,Petrol,370000.0
Tata,Nano,2010.0,9000.0,Petrol,52000.0
Jaguar,XE,2016.0,8500.0,Petrol,2800000.0
Hyundai,Eon,2014.0,35000.0,Petrol,190000.0
Honda,City,2014.0,22000.0,Petrol,499000.0
Hindustan,Motors,2002.0,25000.0,Diesel,90000.0
Maruti,Suzuki,2010.0,40000.0,Petrol,149000.0
Hyundai,Grand,2017.0,20000.0,Petrol,400000.0
Hyundai,Eon,2016.0,87000.0,Petrol,120000.0
Maruti,Suzuki,2015.0,55000.0,Petrol,250000.0
Maruti,Suzuki,2017.0,23000.0,Petrol,375000.0
Honda,Amaze,2014.0,6000.0,Petrol,381000.0
Maruti,Suzuki,2013.0,65000.0,Petrol,180000.0
Maruti,Suzuki,2016.0,25000.0,Diesel,580000.0
Maruti,Suzuki,2015.0,39000.0,Petrol,278000.0
Hyundai,Creta,2016.0,8000.0,Petrol,1000000.0
Mahindra,Scorpio,2013.0,75000.0,Diesel,690000.0
Maruti,Suzuki,2012.0,51000.0,Diesel,480000.0
Mitsubishi,Lancer,2006.0,50000.0,Petrol,85000.0
Maruti,Suzuki,2001.0,75000.0,Petrol,40000.0
Maruti,Suzuki,2015.0,55800.0,Petrol,90000.0
Hyundai,Grand,2015.0,53000.0,Petrol,340000.0
Hyundai,Eon,2018.0,25000.0,Petrol,260000.0
Ford,Fiesta,2009.0,56400.0,Petrol,250000.0
Maruti,Suzuki,2010.0,72160.0,Diesel,180000.0
Hyundai,Verna,2012.0,10000.0,Diesel,350000.0
Maruti,Suzuki,2006.0,48000.0,Petrol,90001.0
Maruti,Suzuki,2007.0,36000.0,Petrol,115000.0
Audi,A6,2012.0,11500.0,Diesel,1599000.0
Maruti,Suzuki,2003.0,133000.0,Petrol,130000.0
Maruti,Suzuki,2009.0,27000.0,Petrol,159000.0
Maruti,Suzuki,2009.0,35000.0,Petrol,160000.0
Maruti,Suzuki,2010.0,55000.0,Petrol,110000.0
Maruti,Suzuki,2016.0,40000.0,Petrol,425000.0
Hyundai,Verna,2019.0,2000.0,Petrol,900000.0
Maruti,Suzuki,2009.0,45000.0,Petrol,150000.0
Hyundai,Getz,2009.0,20000.0,Petrol,110000.0
Hyundai,Santro,2000.0,88000.0,Petrol,51999.0
Hyundai,Getz,2009.0,20000.0,Petrol,115000.0
Chevrolet,Beat,2012.0,65422.0,Diesel,215000.0
Ford,EcoSport,2017.0,10000.0,Petrol,580000.0
Maruti,Suzuki,2013.0,35000.0,Petrol,380000.0
Hyundai,Fluidic,2013.0,117000.0,Diesel,350000.0
Tata,Indica,2005.0,150000.0,Diesel,35000.0
BMW,X1,2011.0,72000.0,Diesel,1150000.0
Hyundai,i20,2010.0,10750.0,Petrol,300000.0
Honda,City,2009.0,55000.0,Petrol,269000.0
Tata,Nano,2013.0,6800.0,Petrol,60000.0
Chevrolet,Cruze,2014.0,41000.0,Diesel,400000.0
Hyundai,Verna,2015.0,73000.0,Diesel,430000.0
Maruti,Suzuki,2011.0,65000.0,Diesel,140000.0
Mahindra,XUV500,2014.0,45000.0,Diesel,8500003.0
Mahindra,XUV500,2018.0,40000.0,Diesel,1299000.0
Maruti,Suzuki,2014.0,37000.0,Petrol,199000.0
Hyundai,Accent,2006.0,55000.0,Petrol,90000.0
Force,Motors,2013.0,140000.0,Diesel,550000.0
Maruti,Suzuki,2019.0,9800.0,Petrol,265000.0
Chevrolet,Spark,2011.0,27000.0,Petrol,100000.0
Hyundai,i10,2009.0,27000.0,Petrol,215000.0
Toyota,Etios,2012.0,20000.0,Diesel,380000.0
Renault,Duster,2013.0,57923.0,Diesel,401919.0
Chevrolet,Enjoy,2014.0,30201.0,Diesel,490000.0
Maruti,Suzuki,2017.0,6200.0,Petrol,280000.0
BMW,5,2009.0,37518.0,Petrol,650000.0
Toyota,Etios,2014.0,24652.0,Petrol,160000.0
Mahindra,Jeep,2004.0,383.0,Diesel,424000.0
Chevrolet,Beat,2016.0,95000.0,Diesel,225000.0
Chevrolet,Cruze,2011.0,35000.0,Diesel,350000.0
Jeep,Wrangler,2015.0,3528.0,Diesel,950000.0
Maruti,Suzuki,2013.0,52500.0,Diesel,485000.0
Hyundai,Verna,2010.0,47900.0,Diesel,205000.0
Maruti,Suzuki,2012.0,14000.0,Petrol,160000.0
Maruti,Suzuki,2018.0,37000.0,Petrol,310000.0
Tata,Zest,2017.0,90000.0,Diesel,180000.0
Mahindra,XUV500,2013.0,52800.0,Diesel,549900.0
Tata,Indigo,2016.0,104000.0,Diesel,150000.0
Hyundai,i10,2011.0,30000.0,Petrol,175000.0
Tata,Indigo,2014.0,195000.0,Diesel,95000.0
Tata,Indigo,2016.0,104000.0,Diesel,230000.0
Tata,Indigo,2016.0,104000.0,Diesel,230000.0
Tata,Indigo,2004.0,70000.0,Diesel,180000.0
Hyundai,Xcent,2015.0,43000.0,Diesel,400000.0
Hyundai,Eon,2013.0,23000.0,Petrol,185000.0
Renault,Duster,2015.0,51000.0,Diesel,385000.0
Maruti,Suzuki,2009.0,62000.0,Petrol,90000.0
Tata,Nano,2010.0,48008.0,Petrol,32000.0
Renault,Duster,2013.0,39000.0,Diesel,435000.0
Maruti,Suzuki,2010.0,40000.0,Petrol,225000.0
Maruti,Suzuki,2006.0,48247.0,Petrol,189700.0
Maruti,Suzuki,2012.0,39000.0,Diesel,389700.0
Maruti,Suzuki,2014.0,23000.0,Petrol,365000.0
Maruti,Suzuki,2017.0,9400.0,Petrol,360000.0
Hyundai,i20,2010.0,50000.0,Petrol,210000.0
Hyundai,i10,2009.0,75000.0,Petrol,170000.0
Tata,Zest,2017.0,70000.0,Diesel,380000.0
Mahindra,Xylo,2009.0,64000.0,Diesel,295000.0
Toyota,Corolla,2010.0,55000.0,Petrol,185000.0
Tata,Manza,2014.0,200000.0,Diesel,160000.0
Renault,Kwid,2018.0,2137.0,Petrol,290000.0
Tata,Venture,2013.0,30000.0,Diesel,100000.0
Maruti,Suzuki,2014.0,44000.0,Petrol,315000.0
Skoda,Octavia,2006.0,65000.0,Diesel,114990.0
Maruti,Suzuki,2012.0,160000.0,LPG,120000.0
Chevrolet,Beat,2011.0,56000.0,Diesel,125000.0
Tata,Sumo,2012.0,75000.0,Diesel,210000.0
Hyundai,Verna,2018.0,42000.0,Diesel,855000.0
Tata,Sumo,2012.0,75000.0,Diesel,210000.0
Mahindra,Scorpio,2007.0,56000.0,Diesel,260000.0
Maruti,Suzuki,2002.0,10544.0,Petrol,95000.0
Maruti,Suzuki,2011.0,64000.0,Petrol,255000.0
Mahindra,Scorpio,2008.0,70000.0,Diesel,300000.0
Hyundai,Grand,2014.0,25000.0,Petrol,340000.0
Hyundai,Elite,2017.0,15000.0,Petrol,550000.0
Ford,Ikon,2003.0,50000.0,Petrol,60000.0
Toyota,Innova,2011.0,147000.0,Diesel,750000.0
Nissan,Sunny,2011.0,52000.0,Petrol,230000.0
Chevrolet,Beat,2012.0,90001.0,Diesel,130000.0
Maruti,Suzuki,2017.0,21000.0,Petrol,270000.0
Maruti,Suzuki,2012.0,48006.0,Diesel,280000.0
Maruti,Suzuki,2012.0,48006.0,Diesel,280000.0
Maruti,Suzuki,2012.0,48006.0,Diesel,280000.0
Toyota,Innova,2012.0,80000.0,Diesel,600000.0
Maruti,Suzuki,2010.0,74000.0,Diesel,190000.0
Hyundai,Elite,2015.0,22000.0,Petrol,500000.0
Mahindra,XUV500,2016.0,41000.0,Diesel,1065000.0
Volkswagen,Polo,2015.0,25000.0,Diesel,350000.0
Toyota,Etios,2012.0,85000.0,Diesel,350000.0
Mahindra,TUV300,2016.0,29500.0,Diesel,540000.0
Hyundai,Elite,2015.0,30000.0,Petrol,470000.0
Hyundai,Santro,2014.0,57000.0,Petrol,179000.0
Maruti,Suzuki,2003.0,60000.0,Petrol,48000.0
Maruti,Suzuki,2016.0,50000.0,Petrol,650000.0
Hyundai,Eon,2013.0,39700.0,Petrol,190000.0
Hyundai,Elantra,2012.0,65000.0,Petrol,500000.0
Maruti,Suzuki,2010.0,67000.0,Diesel,270000.0
Maruti,Suzuki,2008.0,46000.0,Petrol,125000.0
Hyundai,Eon,2012.0,38000.0,Petrol,188000.0
Hyundai,Grand,2016.0,27000.0,Petrol,380000.0
Hyundai,Verna,2011.0,43000.0,Diesel,365000.0
Ford,EcoSport,2014.0,47000.0,Petrol,465000.0
Hyundai,i20,2011.0,42000.0,Petrol,240000.0
Chevrolet,Beat,2016.0,19336.0,Diesel,179999.0
Tata,Indica,2015.0,60105.0,Diesel,140000.0
Jaguar,XF,2013.0,29000.0,Diesel,2190000.0
Audi,Q5,2014.0,34000.0,Diesel,2390000.0
BMW,3,2011.0,35000.0,Diesel,1075000.0
Maruti,Suzuki,2015.0,22000.0,Petrol,475000.0
BMW,X1,2012.0,41000.0,Diesel,1025000.0
Maruti,Suzuki,2016.0,21000.0,Diesel,615000.0
Maruti,Suzuki,2013.0,48000.0,Diesel,475000.0
Maruti,Suzuki,2016.0,38000.0,Petrol,270000.0
Honda,City,2014.0,34000.0,Diesel,475000.0
Volkswagen,Vento,2011.0,45933.0,Petrol,240000.0
Honda,City,2005.0,68000.0,Petrol,120000.0
Audi,A4,2016.0,44000.0,Diesel,1900000.0
Mahindra,KUV100,2017.0,35000.0,Diesel,360000.0
Tata,Zest,2018.0,102563.0,Diesel,450000.0
Mahindra,XUV500,2015.0,28600.0,Diesel,900000.0
Maruti,Suzuki,2017.0,41800.0,Diesel,650000.0
Tata,Sumo,2014.0,116000.0,Diesel,275000.0
Maruti,Suzuki,2009.0,59000.0,Petrol,210000.0
Mahindra,Scorpio,2004.0,58000.0,Diesel,175000.0
Maruti,Suzuki,2009.0,45000.0,Petrol,85000.0
Mitsubishi,Pajero,2015.0,42590.0,Diesel,1490000.0
Renault,Duster,2014.0,7400.0,Diesel,800000.0
Volkswagen,Jetta,2009.0,54500.0,Diesel,450000.0
Maruti,Suzuki,2012.0,200000.0,Diesel,1000000.0
Audi,A4,2013.0,27000.0,Diesel,1510000.0
Volvo,S80,2015.0,42000.0,Diesel,1850000.0
Toyota,Corolla,2014.0,29000.0,Petrol,790000.0
Mitsubishi,Pajero,2015.0,37000.0,Diesel,1725000.0
Chevrolet,Beat,2012.0,36000.0,Petrol,135000.0
BMW,X1,2011.0,34000.0,Diesel,1000000.0
Datsun,Redi,2018.0,7000.0,Petrol,299999.0
Mercedes,Benz,2009.0,76000.0,Diesel,1225000.0
Mahindra,Scorpio,2004.0,60000.0,Diesel,175000.0
Volkswagen,Vento,2011.0,95000.0,Diesel,200000.0
Tata,Indigo,2017.0,50000.0,Diesel,270000.0
Ford,Figo,2019.0,0.0,Petrol,525000.0
Honda,City,2006.0,50000.0,Petrol,180000.0
Maruti,Suzuki,2008.0,68000.0,Petrol,140000.0
Ford,EcoSport,2014.0,16000.0,Petrol,400000.0
Maruti,Suzuki,2016.0,51000.0,Diesel,499000.0
Maruti,Suzuki,2009.0,56000.0,Petrol,85000.0
Maruti,Suzuki,2004.0,100000.0,Petrol,70000.0
Renault,Duster,2015.0,36000.0,Petrol,550000.0
Maruti,Suzuki,2014.0,11523.0,Petrol,370000.0
Maruti,Suzuki,2018.0,1000.0,Petrol,690000.0
Honda,WR,2009.0,60000.0,Petrol,250000.0
Tata,Indigo,2016.0,85000.0,Diesel,110000.0
Renault,Duster,2013.0,38600.0,Diesel,490000.0
Mahindra,Scorpio,2009.0,95500.0,Diesel,320000.0
Maruti,Suzuki,2004.0,56000.0,Petrol,68000.0
Maruti,Suzuki,2014.0,37458.0,Petrol,130000.0
Maruti,Suzuki,2016.0,85960.0,Diesel,970000.0
Audi,A3,2015.0,12516.0,Petrol,3100000.0
Hyundai,Eon,2018.0,35000.0,Petrol,280000.0
Maruti,Suzuki,2009.0,0.0,Petrol,125000.0
Mahindra,Scorpio,2008.0,80000.0,Diesel,285000.0
Hyundai,Santro,2011.0,45000.0,Petrol,165000.0
Maruti,Suzuki,2009.0,51000.0,Diesel,250000.0
Mahindra,Scorpio,2015.0,30000.0,Diesel,865000.0
Mahindra,Xylo,2011.0,48000.0,Diesel,390000.0
Hyundai,Santro,2003.0,51000.0,Petrol,60000.0
Chevrolet,Beat,2015.0,90000.0,Diesel,215000.0
Maruti,Suzuki,2015.0,43000.0,Diesel,475000.0
Mahindra,XUV500,2015.0,53000.0,Diesel,899000.0
Toyota,Fortuner,2013.0,97000.0,Diesel,1499000.0
Maruti,Suzuki,2013.0,20000.0,Petrol,240000.0
Hyundai,Getz,2007.0,55000.0,Petrol,99000.0
Maruti,Suzuki,2014.0,120000.0,Diesel,260000.0
Hyundai,Creta,2019.0,0.0,Petrol,1200000.0
Hyundai,Santro,2007.0,46000.0,Petrol,115000.0
Hyundai,Santro,2009.0,43200.0,Petrol,88000.0
Mahindra,Xylo,2011.0,56000.0,Diesel,390000.0
Hyundai,Santro,2007.0,42000.0,Petrol,135000.0
Tata,Indica,2009.0,30600.0,Diesel,90000.0
Hyundai,i10,2011.0,38000.0,Petrol,220000.0
Hyundai,Grand,2017.0,2550.0,Petrol,424999.0
Hyundai,Santro,2007.0,47000.0,Petrol,135000.0
Honda,City,2005.0,41000.0,Petrol,95000.0
Nissan,Micra,2017.0,62500.0,Diesel,430000.0
Honda,City,2005.0,68000.0,Petrol,115000.0
Maruti,Suzuki,2015.0,50000.0,Petrol,215000.0
Maruti,Suzuki,2004.0,69000.0,Petrol,53000.0
Maruti,Suzuki,2012.0,48000.0,Diesel,500000.0
Tata,Indica,2012.0,55000.0,Diesel,85000.0
Maruti,Suzuki,2013.0,25000.0,Petrol,165000.0
Hyundai,Eon,2014.0,28400.0,Petrol,200000.0
Hyundai,Eon,2014.0,28000.0,Petrol,200000.0
Maruti,Suzuki,2015.0,42000.0,Diesel,425000.0
Hyundai,Verna,2012.0,29000.0,Diesel,600000.0
Chevrolet,Tavera,2005.0,68485.0,Diesel,130000.0
Tata,Tiago,2018.0,3500.0,Petrol,430000.0
Tata,Tiago,2019.0,0.0,Petrol,568500.0
Maruti,Suzuki,2006.0,32000.0,Petrol,71000.0
Mahindra,KUV100,2018.0,8000.0,Diesel,560000.0
Ford,EcoSport,2014.0,34000.0,Diesel,590000.0
Hindustan,Motors,1995.0,37000.0,Petrol,750000.0
Ford,Fusion,2007.0,85455.0,Diesel,125000.0
Hyundai,Santro,2007.0,46000.0,Petrol,135000.0
Hyundai,Santro,2002.0,47000.0,Petrol,60000.0
Fiat,Linea,2009.0,64000.0,Petrol,120000.0
Ford,Ikon,2008.0,46000.0,Petrol,95000.0
Maruti,Suzuki,2017.0,8000.0,Petrol,240000.0
Tata,Indica,2012.0,64000.0,Diesel,115000.0
Mahindra,Scorpio,2015.0,63000.0,Diesel,795000.0
Hyundai,Santro,2007.0,65000.0,Petrol,55000.0
Mahindra,Xylo,2009.0,62000.0,Diesel,300000.0
Hyundai,Grand,2014.0,41000.0,Petrol,320000.0
Maruti,Suzuki,2015.0,14000.0,Petrol,265000.0
Toyota,Corolla,2006.0,40000.0,Petrol,160000.0
Hyundai,Eon,2017.0,1600.0,Petrol,300000.0
Tata,Sumo,2010.0,90000.0,Diesel,130000.0
Maruti,Suzuki,2011.0,58000.0,Diesel,250000.0
Volkswagen,Polo,2013.0,27000.0,Petrol,380000.0
Maruti,Suzuki,2003.0,60000.0,Petrol,42000.0
Tata,Tiago,2017.0,31000.0,Petrol,400000.0
Maruti,Suzuki,2009.0,90000.0,Diesel,120000.0
Maruti,Suzuki,2009.0,90000.0,Diesel,120000.0
Tata,Indigo,2016.0,150000.0,Diesel,130000.0
Chevrolet,Beat,2014.0,31000.0,Diesel,189000.0
Mahindra,Xylo,2011.0,43000.0,Diesel,365000.0
Hyundai,Eon,2013.0,20000.0,Petrol,170000.0
Tata,Sumo,2013.0,100000.0,Petrol,215000.0
Tata,Nano,2013.0,7000.0,Petrol,60000.0
Hyundai,Elite,2017.0,31000.0,Petrol,599999.0
Hyundai,i10,2009.0,33000.0,Petrol,400000.0
Hyundai,Creta,2016.0,60000.0,Diesel,900000.0
Volkswagen,Polo,2013.0,48000.0,Diesel,299999.0
Maruti,Suzuki,2014.0,33000.0,Petrol,374999.0
Tata,Bolt,2015.0,15000.0,Petrol,600000.0
Maruti,Suzuki,2005.0,47000.0,Petrol,70000.0
Maruti,Suzuki,2005.0,40000.0,Petrol,100000.0
Maruti,Suzuki,2010.0,38000.0,Diesel,150000.0
Maruti,Suzuki,2017.0,12500.0,Petrol,225000.0
Maruti,Suzuki,2009.0,42000.0,Petrol,210000.0
Hyundai,i20,2014.0,31000.0,Petrol,425000.0
Maruti,Suzuki,2008.0,60000.0,Diesel,162000.0
Tata,Indica,2005.0,80000.0,Diesel,60000.0
Mahindra,Scorpio,2014.0,77000.0,Diesel,650000.0
Toyota,Innova,2012.0,75000.0,Diesel,750000.0
Mahindra,Xylo,2010.0,40000.0,Diesel,375000.0
Hyundai,i20,2011.0,47000.0,Petrol,230000.0
Maruti,Suzuki,2000.0,60000.0,Petrol,35999.0
Mahindra,KUV100,2016.0,26500.0,Petrol,380000.0
Mahindra,KUV100,2019.0,2875.0,Petrol,560000.0
Datsun,Go,2016.0,13900.0,Petrol,285000.0
Ford,Endeavor,2019.0,9000.0,Diesel,2900000.0
Tata,Indica,2005.0,80000.0,Diesel,39999.0
Hyundai,Santro,2006.0,60000.0,Petrol,85000.0
Maruti,Suzuki,2016.0,20000.0,Petrol,395000.0
Maruti,Suzuki,2008.0,58000.0,Diesel,175000.0
Maruti,Suzuki,2019.0,1500.0,Petrol,400000.0
Toyota,Innova,2011.0,75000.0,Diesel,750000.0
Maruti,Suzuki,2016.0,2450.0,Petrol,250000.0
Maruti,Suzuki,2019.0,1625.0,Petrol,425000.0
Volkswagen,Polo,2017.0,45000.0,Petrol,525000.0
Mahindra,Logan,2009.0,65000.0,Diesel,130000.0
Maruti,Suzuki,2000.0,33400.0,Petrol,30000.0
Mahindra,Scorpio,2011.0,60123.0,Diesel,475000.0
Chevrolet,Sail,2013.0,28000.0,Petrol,300000.0
Hyundai,Santro,2003.0,70000.0,Petrol,60000.0
Maruti,Suzuki,2006.0,7000.0,Petrol,100000.0
Hyundai,Eon,2018.0,25000.0,Petrol,260000.0
Tata,Manza,2015.0,100000.0,Diesel,100000.0
Toyota,Etios,2013.0,42000.0,Petrol,265000.0
Hyundai,Getz,2009.0,20000.0,Petrol,115000.0
Toyota,Qualis,2003.0,100000.0,Diesel,180000.0
Hyundai,Santro,2004.0,137495.0,Petrol,45000.0
Tata,Indica,2016.0,91200.0,Diesel,50500.0
Honda,City,2009.0,55000.0,Petrol,270000.0
Tata,Zest,2017.0,120000.0,Diesel,290000.0
Mahindra,Quanto,2013.0,63000.0,Diesel,325000.0
Tata,Indigo,2016.0,104000.0,Diesel,160000.0
Maruti,Suzuki,2016.0,146000.0,Diesel,350000.0
Hyundai,Elite,2011.0,40000.0,Petrol,290000.0
Hyundai,i20,2011.0,40000.0,Petrol,290000.0
Chevrolet,Tavera,2007.0,100800.0,Diesel,465000.0
Maruti,Suzuki,2016.0,150000.0,Diesel,325000.0
Hyundai,Elite,2018.0,2100.0,Petrol,510000.0
Honda,City,2016.0,95000.0,Petrol,860000.0
Maruti,Suzuki,2016.0,2500.0,Diesel,450000.0
Hyundai,Getz,2006.0,80000.0,Petrol,125000.0
Mercedes,Benz,2006.0,15000.0,Petrol,500001.0
Maruti,Suzuki,2005.0,65000.0,Petrol,95000.0
Maruti,Suzuki,2009.0,51000.0,Diesel,250000.0
Skoda,Fabia,2009.0,45000.0,Petrol,110000.0
Maruti,Suzuki,2011.0,50000.0,Petrol,270000.0
Tata,Indica,2009.0,30000.0,Diesel,110000.0
Toyota,Corolla,2009.0,132000.0,Petrol,300000.0
Tata,Zest,2018.0,27000.0,Diesel,260000.0
Mahindra,Quanto,2013.0,40000.0,Diesel,390000.0
